Dec  6 10:15:20 sam-ubuntu-VirtualBox seqgen2: START High Rate Sequencer @ sec=0, msec=287
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 264 @ sec=9, msec=340
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 88 @ sec=9, msec=340
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 88 @ sec=9, msec=340
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 44 @ sec=9, msec=340
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 88 @ sec=9, msec=340
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 44 @ sec=9, msec=340
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 529 @ sec=9, msec=357
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 530 @ sec=9, msec=374
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 265 @ sec=9, msec=374
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 531 @ sec=9, msec=391
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 532 @ sec=9, msec=408
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 266 @ sec=9, msec=408
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 533 @ sec=9, msec=425
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 534 @ sec=9, msec=442
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 267 @ sec=9, msec=442
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 89 @ sec=9, msec=442
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 89 @ sec=9, msec=442
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 89 @ sec=9, msec=442
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 535 @ sec=9, msec=460
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 536 @ sec=9, msec=477
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 268 @ sec=9, msec=477
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 537 @ sec=9, msec=493
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 538 @ sec=9, msec=510
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 269 @ sec=9, msec=510
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 539 @ sec=9, msec=527
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 540 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 270 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 90 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 90 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 45 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 90 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 45 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: 1 Sec Tick Debug release 9 @ sec=9, msec=544
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 541 @ sec=9, msec=561
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 542 @ sec=9, msec=578
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 271 @ sec=9, msec=578
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 543 @ sec=9, msec=595
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 544 @ sec=9, msec=612
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 272 @ sec=9, msec=613
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 545 @ sec=9, msec=629
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 546 @ sec=9, msec=647
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 273 @ sec=9, msec=647
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 91 @ sec=9, msec=647
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 91 @ sec=9, msec=647
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 91 @ sec=9, msec=647
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 547 @ sec=9, msec=665
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 548 @ sec=9, msec=682
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 274 @ sec=9, msec=682
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 549 @ sec=9, msec=699
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 550 @ sec=9, msec=716
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 275 @ sec=9, msec=716
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 551 @ sec=9, msec=733
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 552 @ sec=9, msec=750
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 276 @ sec=9, msec=750
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 92 @ sec=9, msec=750
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 92 @ sec=9, msec=750
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 46 @ sec=9, msec=750
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 92 @ sec=9, msec=750
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 46 @ sec=9, msec=751
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 553 @ sec=9, msec=767
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 554 @ sec=9, msec=784
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 277 @ sec=9, msec=784
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 555 @ sec=9, msec=802
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 556 @ sec=9, msec=819
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 278 @ sec=9, msec=819
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 557 @ sec=9, msec=835
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 558 @ sec=9, msec=852
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 279 @ sec=9, msec=852
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 93 @ sec=9, msec=852
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 93 @ sec=9, msec=852
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 93 @ sec=9, msec=852
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 559 @ sec=9, msec=869
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 560 @ sec=9, msec=886
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 280 @ sec=9, msec=886
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 561 @ sec=9, msec=903
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 562 @ sec=9, msec=920
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 281 @ sec=9, msec=920
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 563 @ sec=9, msec=936
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 564 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 282 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 94 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 94 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 47 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 94 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 47 @ sec=9, msec=953
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 565 @ sec=9, msec=971
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 566 @ sec=9, msec=988
Dec  6 10:15:29 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 283 @ sec=9, msec=988
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 567 @ sec=10, msec=6
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 568 @ sec=10, msec=22
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 284 @ sec=10, msec=22
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 569 @ sec=10, msec=39
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 570 @ sec=10, msec=56
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 285 @ sec=10, msec=56
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 95 @ sec=10, msec=56
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 95 @ sec=10, msec=56
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 95 @ sec=10, msec=56
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 571 @ sec=10, msec=73
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 572 @ sec=10, msec=91
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 286 @ sec=10, msec=91
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 573 @ sec=10, msec=108
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 574 @ sec=10, msec=126
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 287 @ sec=10, msec=126
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 575 @ sec=10, msec=143
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 576 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 288 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 96 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 96 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 48 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 96 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 48 @ sec=10, msec=160
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 577 @ sec=10, msec=177
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 578 @ sec=10, msec=194
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 289 @ sec=10, msec=194
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 579 @ sec=10, msec=211
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 580 @ sec=10, msec=228
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 290 @ sec=10, msec=228
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 581 @ sec=10, msec=245
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 582 @ sec=10, msec=262
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 291 @ sec=10, msec=262
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 97 @ sec=10, msec=262
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 97 @ sec=10, msec=262
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 97 @ sec=10, msec=262
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 583 @ sec=10, msec=279
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 584 @ sec=10, msec=296
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 292 @ sec=10, msec=296
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 585 @ sec=10, msec=313
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 586 @ sec=10, msec=330
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 293 @ sec=10, msec=330
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 587 @ sec=10, msec=348
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 588 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 294 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 98 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 98 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 49 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 98 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 49 @ sec=10, msec=365
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 589 @ sec=10, msec=382
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 590 @ sec=10, msec=399
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 295 @ sec=10, msec=399
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 591 @ sec=10, msec=416
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 592 @ sec=10, msec=433
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 296 @ sec=10, msec=433
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 593 @ sec=10, msec=450
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 594 @ sec=10, msec=467
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 297 @ sec=10, msec=467
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 99 @ sec=10, msec=467
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 99 @ sec=10, msec=467
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 99 @ sec=10, msec=467
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 595 @ sec=10, msec=485
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 596 @ sec=10, msec=502
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 298 @ sec=10, msec=502
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 597 @ sec=10, msec=520
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 598 @ sec=10, msec=537
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 299 @ sec=10, msec=537
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 599 @ sec=10, msec=554
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 600 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 300 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 100 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 100 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 50 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 100 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 50 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: 1 Sec Tick Debug release 10 @ sec=10, msec=571
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 601 @ sec=10, msec=588
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 602 @ sec=10, msec=605
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 301 @ sec=10, msec=605
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 603 @ sec=10, msec=622
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 604 @ sec=10, msec=639
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 302 @ sec=10, msec=639
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 605 @ sec=10, msec=656
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 606 @ sec=10, msec=673
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 303 @ sec=10, msec=673
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 101 @ sec=10, msec=673
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 101 @ sec=10, msec=673
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 101 @ sec=10, msec=673
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 607 @ sec=10, msec=690
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 608 @ sec=10, msec=708
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 304 @ sec=10, msec=708
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 609 @ sec=10, msec=726
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 610 @ sec=10, msec=743
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 305 @ sec=10, msec=743
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 611 @ sec=10, msec=760
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 612 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 306 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 102 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 102 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 51 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 102 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 51 @ sec=10, msec=778
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 613 @ sec=10, msec=795
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 614 @ sec=10, msec=812
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 307 @ sec=10, msec=812
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 615 @ sec=10, msec=828
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 616 @ sec=10, msec=845
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 308 @ sec=10, msec=845
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 617 @ sec=10, msec=863
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 618 @ sec=10, msec=880
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 309 @ sec=10, msec=880
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 103 @ sec=10, msec=880
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 103 @ sec=10, msec=880
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 103 @ sec=10, msec=880
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 619 @ sec=10, msec=897
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 620 @ sec=10, msec=914
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 310 @ sec=10, msec=914
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 621 @ sec=10, msec=932
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 622 @ sec=10, msec=949
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 311 @ sec=10, msec=949
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 623 @ sec=10, msec=965
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 624 @ sec=10, msec=982
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 312 @ sec=10, msec=982
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 104 @ sec=10, msec=982
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 104 @ sec=10, msec=982
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 52 @ sec=10, msec=982
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 104 @ sec=10, msec=983
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 52 @ sec=10, msec=983
Dec  6 10:15:30 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 625 @ sec=10, msec=999
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 626 @ sec=11, msec=16
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 313 @ sec=11, msec=16
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 627 @ sec=11, msec=33
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 628 @ sec=11, msec=50
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 314 @ sec=11, msec=50
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 629 @ sec=11, msec=67
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 630 @ sec=11, msec=84
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 315 @ sec=11, msec=84
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 105 @ sec=11, msec=84
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 105 @ sec=11, msec=84
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 105 @ sec=11, msec=84
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 631 @ sec=11, msec=101
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 632 @ sec=11, msec=119
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 316 @ sec=11, msec=119
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 633 @ sec=11, msec=136
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 634 @ sec=11, msec=154
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 317 @ sec=11, msec=154
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 635 @ sec=11, msec=171
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Sequencer cycle 636 @ sec=11, msec=188
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Frame Sampler release 318 @ sec=11, msec=188
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Time-stamp with Image Analysis release 106 @ sec=11, msec=188
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Send Time-stamped Image to Remote release 106 @ sec=11, msec=188
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Difference Image Proc release 53 @ sec=11, msec=188
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Time-stamp Image Save to File release 106 @ sec=11, msec=189
Dec  6 10:15:31 sam-ubuntu-VirtualBox seqgen2: Processed Image Save to File release 53 @ sec=11, msec=189
